# Nominal geometry: w=1.080000, g=0.255000, t=0.275000
# Delta_w_star: -0.323581
# Delta_w_manual: True
# L_c: 8.488895
# Lambda0: 1.550000
# Variable: joint
# Sigma_w_nm: 7.0
# Sigma_g_nm: 7.0
# Sigma_t_nm: 3.5
w_value,g_value,t_value,eta_TE,eta_TM,V_TE,V_TM
1.0677789440048833,0.2619185763492376,0.2766894964952708,0.503488633384726,0.5056537216044462,0.9999026402365483,0.9997443161474509
1.0816023031744548,0.2568528149884437,0.2704447199730378,0.5085241078585504,0.5082386038896615,0.9994188855777861,0.9994571506303165
1.087373957391298,0.2648708799321711,0.28344856108794314,0.4994115491240259,0.4837923002442466,0.9999972298083695,0.9979006896164623
1.0913339910932844,0.2555373825485865,0.28069904421306635,0.5012204818618282,0.5787646058978703,0.9999880834632019,0.95157088526177
1.0899201672289003,0.2502075335377945,0.27329399561561146,0.5067400523555265,0.5073925415106023,0.999636639581351,0.9995628981899909
1.0875511696760165,0.2569941858478568,0.27667082445765545,0.505085144067895,0.49895995139708466,0.9997931518737565,0.9999913464286708
1.0986948945776096,0.2512091553832524,0.2787957664768018,0.5070344018598582,0.5751361141300416,0.9996042158618367,0.9558338631606347
1.0785503999018506,0.24526399211339173,0.2697098992154224,0.5000013577488225,0.5136889324777589,0.9999999999852522,0.9985020278222401
1.0799991730934142,0.2635555993930694,0.2771959175897686,0.5031193349610898,0.4943869677586966,0.9999221610247752,0.9997479827128232
1.084997409013065,0.244133345908656,0.2727878580414815,0.5005576147871776,0.51008712556106,0.9999975125290866,0.9991863303472043
1.0852655555544848,0.2627002729439722,0.2774066690946668,0.505827945946476,0.49491666487775215,0.9997283172791241,0.9997932989971398
1.089623175542897,0.2630662613526893,0.2756083162254008,0.511598563814533,0.49826291781152243,0.9989243653457683,0.9999758606551213
1.090722200845008,0.2567736325344743,0.27509873564496434,0.50913388669769,0.5018301804519494,0.9993327995628386,0.9999732038751273
1.0840112722406576,0.25578314222785087,0.27111296101347127,0.5088539219660209,0.5079845500646544,0.9993730611143643,0.9994901057113635
1.0846928913333698,0.2643002323491438,0.27297438780980116,0.5125523194277994,0.5013948762068894,0.9987403081277085,0.9999844346840802
1.0800400384742022,0.25645342027281354,0.2700110195700789,0.5076810979667499,0.5089450299998782,0.9995281172351486,0.9993600963103035
1.0710136091102305,0.261134020354846,0.2775228384757112,0.5044009761517243,0.5053869675330657,0.99984506327492,0.999767871591308
1.0771855377108759,0.2513837674514845,0.2755823467100708,0.4967692631449235,0.501910061401599,0.9999165022010726,0.9999708137494617
1.074689610693225,0.24353618576307412,0.2733207891381382,0.4932803716746315,0.5079645262318999,0.9996388379921286,0.9994926593051562
1.0643105569885893,0.25291135890329464,0.2811310419625397,0.48406813393167997,0.49111143574665533,0.9979714647153014,0.9993681470862503
1.0849903454960705,0.25553968283419376,0.2794233511101774,0.49896627299581514,0.4947982929715267,0.9999914513043867,0.9997835613772933
1.071262793087344,0.2637310456678282,0.27564851024369047,0.5077758003630823,0.5067442051614919,0.9995164123864774,0.9996361917641742
1.0797127390005452,0.25851674545576964,0.27260557910043426,0.505921273824563,0.503915930102404,0.9997195474626845,0.9998773314557121
1.0821315047736557,0.2379253700262079,0.2766023895113285,0.49136409986146296,0.5060124843612206,0.999403547761078,0.9997108420666491
1.0896040324503184,0.244145052331916,0.2738496612022036,0.5022863090369512,0.5088801002958488,0.999958183202241,0.9993693494726544
1.079048471494664,0.27173269996064564,0.2767419465500966,0.5164269275211887,0.502547520687672,0.9978435760095595,0.9999480824545178
1.0817699994815422,0.25845621826385273,0.26709161627932887,0.5130312905158684,0.5129763332849409,0.9986424058967601,0.9986538248998164
